Iteration,Average Episodic Length,Average Episodic Return,Episodic Return STD,Average Loss
110,200.0,-12.88,3.4134254925521774,-0.00352
111,200.0,-11.58,1.7262090994360886,-0.00379
112,200.0,-12.36,2.882999525850883,-0.0045
113,200.0,-10.44,1.924419418259508,-0.00259
114,186.82,-18.03,29.314339900419615,-0.00154
115,200.0,-9.35,3.121272368229773,-0.00195
116,186.64,-20.73,29.44224002552427,-0.00225
117,200.0,-10.03,3.0939332671112885,-0.00349
118,200.0,-9.83,2.81626508720496,-0.0025
119,188.18,-16.31,28.321489446088844,-0.00249
120,200.0,-9.71,2.4497936748334257,-0.00426
121,200.0,-9.17,1.733464867615836,-0.00315
122,200.0,-7.6,2.9225874650840513,-0.00224
123,200.0,-7.01,1.9536138940519208,-0.00401
124,200.0,-7.44,2.8246652986171874,-0.00533
125,200.0,-5.32,2.830819723997513,-0.00333
126,188.0,-15.49,29.8777934151408,-0.0042
127,200.0,-5.23,3.6477635102843213,-0.00163
128,187.25,-14.03,29.072997949980042,-0.00534
129,191.18,-13.78,28.15378920018732,-0.00412
130,186.82,-14.48,30.425582632433706,-0.0026
131,200.0,-5.24,2.7234631100112328,-0.00072
132,187.64,-16.72,30.777347602115235,-0.00345
133,200.0,-6.32,3.679408047899774,-0.00261
134,188.73,-14.37,28.899709496043222,-0.00259
135,200.0,-4.41,2.4577590223561003,-0.00395
136,177.58,-22.59,40.442208689833606,-0.00275
137,177.5,-23.87,39.296593266258725,-0.00348
138,200.0,-6.43,3.369632823332438,-0.00284
139,200.0,-7.07,2.2385900272062216,-0.00305
140,186.42,-12.94,29.446195690776268,-0.00207
141,186.36,-15.09,30.550685735185017,-0.00203
142,175.83,-24.3,39.51452381473209,-0.00556
143,178.17,-24.4,39.928325614693634,-0.0031
144,200.0,-8.37,2.578875866999712,-0.00235
145,187.09,-16.76,30.608271164544714,-0.00294
146,190.27,-15.87,31.21345886932881,-0.00238
147,200.0,-7.27,2.9994808775683635,-0.0018
148,200.0,-8.17,1.7920157705199167,-0.00275
149,200.0,-6.41,2.4553778295452777,-0.00232
150,200.0,-6.57,3.168159323765071,-0.00325
151,188.55,-18.5,29.526295528216163,-0.00285
152,189.73,-17.29,31.5940817986602,-0.00406
153,200.0,-7.76,2.613895558443619,-0.00273
154,190.55,-17.32,28.0922528614188,-0.00275
155,186.91,-18.24,30.693485867917442,-0.00588
156,178.92,-24.9,40.61531135590721,-0.00369
157,200.0,-7.26,2.7651018350610923,-0.0034
158,200.0,-5.77,2.0243547230506187,-0.00427
159,189.45,-16.37,32.705284563628204,-0.00355
160,200.0,-6.94,3.703070859099887,-0.00384
161,198.82,-14.38,27.91009941022739,-0.00176
162,175.5,-23.86,40.456728271632734,-0.00357
163,200.0,-6.34,2.82392793964775,-0.00306
164,200.0,-6.72,1.8080655069472413,-0.00394
165,200.0,-5.97,2.631899714079658,-0.00449
166,200.0,-5.22,2.3925981096200215,-0.00346
