Iteration,Average Episodic Length,Average Episodic Return,Episodic Return STD,Average Loss
339,200.0,-908.1,145.95958640409862,-0.00075
340,200.0,-881.77,123.54301976593122,-0.00141
341,200.0,-802.22,63.25756352592724,-0.00257
342,200.0,-890.6,129.91215756492218,-0.00061
343,200.0,-896.35,130.22147733147463,-0.00094
344,200.0,-856.47,152.65553257040094,-0.00094
345,200.0,-812.65,147.69578787974055,-0.0008
346,200.0,-784.5,85.72734322719462,-0.00219
347,200.0,-883.42,106.310848687473,-0.00145
348,200.0,-755.94,100.87130962039167,-0.00184
349,200.0,-834.28,76.69602962690703,-0.00027
350,200.0,-850.81,133.06771707236504,-0.0002
351,200.0,-886.3,80.96808196349551,-0.00136
352,200.0,-834.83,177.63234030877382,-0.0018
353,200.0,-858.92,134.84464711193746,-0.001
354,200.0,-822.33,133.84521799433887,-0.00121
355,200.0,-790.94,91.49547844216342,-0.0013
356,200.0,-802.15,127.54740491713704,-0.00078
357,200.0,-818.26,78.24677997624563,-0.00153
358,200.0,-870.15,113.74763154679711,-0.00178
359,200.0,-833.9,132.00125763070554,-0.0004
360,200.0,-872.06,119.6952389194715,-0.00215
361,200.0,-848.44,136.84695772167862,-0.00155
362,200.0,-840.18,112.98647863778751,-0.00019
363,200.0,-834.93,116.80697112834856,-0.00083
364,200.0,-812.2,129.43592650860583,6e-05
365,200.0,-863.05,117.6425044715542,-0.00237
366,200.0,-830.99,132.34895937513528,-0.00048
367,200.0,-877.29,129.92848873869724,-0.00024
368,200.0,-833.75,95.29697961956876,-0.00133
369,200.0,-845.47,112.11109236052039,-0.00176
370,200.0,-772.25,135.99072917905133,-0.0013
371,200.0,-789.46,94.76780529097722,-0.0009
372,200.0,-784.08,104.55498801772863,-0.00112
373,200.0,-780.57,115.84485971420403,-0.00105
374,200.0,-842.23,138.24087441961046,-0.00145
375,200.0,-814.83,87.17613603248442,-0.00161
376,200.0,-796.97,122.26754250208991,-0.00127
377,200.0,-865.22,121.90248896302288,-0.00119
378,200.0,-854.29,113.04409754118832,-0.00097
379,200.0,-852.54,102.645446027366,-0.00082
380,200.0,-831.71,137.36932037354777,-0.00085
381,200.0,-846.75,141.50625897603067,-0.001
382,200.0,-795.06,104.65049269964722,-0.00117
383,200.0,-867.05,98.80379258586969,-0.00104
384,200.0,-764.61,64.4582269791077,-0.00057
385,200.0,-850.92,157.08567485444976,-0.00176
386,200.0,-746.44,71.63450234437919,-0.00107
387,200.0,-831.61,88.45916119087686,-0.00232
388,200.0,-838.41,70.13068043955761,-0.00134
389,200.0,-802.52,112.34095619138962,-0.00076
390,200.0,-813.49,92.2382659324911,-0.00266
391,200.0,-801.83,106.54290253370307,-0.0009
392,200.0,-746.0,111.94747828077463,-0.00144
393,200.0,-782.51,114.91656464140685,-0.00087
394,200.0,-777.76,79.6554527807152,-0.0007
395,200.0,-746.15,147.57356154704587,-0.00222
396,200.0,-814.92,91.8203946799195,-0.00075
397,200.0,-763.67,104.96070121012073,-0.00169
398,200.0,-822.4,93.20542451921105,-0.00066
399,200.0,-783.55,87.85727699899051,-0.00171
400,200.0,-769.23,141.24582253738555,-0.00176
401,200.0,-749.95,89.80315845940883,-0.0015
402,200.0,-773.51,89.99447087148212,-0.00036
403,200.0,-858.19,120.1899943807723,-0.00097
404,200.0,-794.49,77.4218098231592,-0.00072
405,200.0,-798.15,114.86398727854666,-0.00094
406,200.0,-768.71,80.43418720570381,-0.0025
407,200.0,-786.32,110.6975623427226,-0.00066
408,200.0,-797.84,117.52574715262972,-0.00097
409,200.0,-753.87,89.99117869598211,-0.00128
410,200.0,-831.78,100.98094521280537,-0.00048
411,200.0,-799.37,146.4597558067597,-0.00049
412,200.0,-763.82,92.96288526603396,-0.00074
413,200.0,-787.72,130.8070814059331,-0.0007
414,200.0,-748.43,76.26489869989145,-0.00075
415,200.0,-759.9,93.85887505009411,-0.00131
416,200.0,-768.81,70.13664175801298,-0.00157
417,200.0,-735.63,67.42313031530658,-0.00091
418,200.0,-817.18,87.86784191763702,-0.00075
419,200.0,-757.53,121.37132852490993,-0.00178
420,200.0,-785.99,77.92958312832901,-0.00146
421,200.0,-815.73,92.95776307275943,-0.00073
422,200.0,-813.97,49.787997598322825,-0.00052
423,200.0,-791.85,92.03335751996721,-0.00099
424,200.0,-760.16,124.13391268608486,-0.0012
425,200.0,-710.23,89.75851195755217,-0.00064
426,200.0,-770.3,72.70855970475121,-0.00143
427,200.0,-783.22,90.74285147748913,-0.00156
428,200.0,-822.37,96.66524659604775,-0.00133
429,200.0,-808.43,140.7043898407827,-0.0009
430,200.0,-729.95,104.33385519501424,-0.00226
431,200.0,-821.76,104.29113586776226,-0.00313
432,200.0,-770.76,132.20318840920427,-0.00044
433,200.0,-716.16,124.28391796383117,-0.00133
434,200.0,-792.69,108.4577655324326,-0.00147
435,200.0,-805.26,109.83765247218207,-0.00129
436,200.0,-774.94,117.48267810318059,-0.00147
437,200.0,-727.19,114.00523707737324,-0.00194
438,200.0,-714.04,108.2798838903266,-0.00183
439,200.0,-727.27,77.28284720113035,-0.00155
440,200.0,-794.93,80.57299771499889,-0.0012
441,200.0,-672.7,119.04571138991675,-0.00166
442,200.0,-733.92,98.4275847854994,-0.00203
443,200.0,-716.72,139.33032696405067,-0.00076
444,200.0,-774.29,100.04381244307665,-0.00197
445,200.0,-705.17,84.281425067967,-0.00043
446,200.0,-757.58,105.89484732049276,-0.00117
447,200.0,-698.55,55.6892034800857,-0.00038
448,200.0,-757.0,93.12260264116824,-0.00228
449,200.0,-758.27,117.8957550086534,-0.0044
450,200.0,-729.93,106.38376577721988,-0.00111
451,200.0,-768.76,105.31341571053473,-0.00138
452,200.0,-803.43,80.32354975097714,-0.00124
453,200.0,-675.26,89.95777536520494,-0.00222
454,200.0,-691.98,99.52479324400059,-0.00124
455,200.0,-741.08,115.70572845719457,-0.00116
456,200.0,-713.16,81.17530554177578,-0.00255
457,200.0,-681.82,101.19368677493054,-0.00126
458,200.0,-755.07,85.28545809388908,-0.00331
459,200.0,-759.81,98.78497998927918,-0.0025
460,200.0,-773.87,109.71884762944524,-0.00086
461,200.0,-784.74,116.57259639987336,-0.00116
462,200.0,-771.02,82.27868764047409,-0.00095
463,200.0,-733.3,54.397491359345054,-0.0025
464,200.0,-733.0,103.45171825872946,-0.00091
465,200.0,-688.56,129.87648528138902,-0.00246
466,200.0,-764.25,114.32375074019087,-0.00304
467,200.0,-715.35,56.614758583639436,-0.00024
468,200.0,-752.53,116.33499291284143,-0.00122
469,200.0,-733.4,117.27370174259588,-0.00066
470,200.0,-700.5,92.9172909460759,-0.00162
471,200.0,-753.25,81.66025905249542,-0.00083
472,200.0,-715.74,123.5151783214573,-0.00237
473,200.0,-685.62,105.70451132647023,-0.00321
474,200.0,-703.86,75.7704801436938,-0.00227
475,200.0,-730.8,91.91222046386218,-0.00215
476,200.0,-709.41,115.19022446472948,-0.00223
477,200.0,-705.11,97.02141649123683,-0.00074
478,200.0,-703.23,91.89813868521735,-0.00094
479,200.0,-719.76,98.09106377868656,-0.00088
480,200.0,-686.93,97.94667810005072,-0.00141
481,200.0,-650.06,101.37039904828988,-0.00152
482,200.0,-699.04,115.41011363039557,-0.00094
483,200.0,-671.64,78.09362725409571,-0.0012
484,200.0,-648.6,89.2464097199184,-0.00053
485,200.0,-716.09,91.93895453054475,-0.00298
486,200.0,-664.96,89.09445402965582,-0.00192
487,200.0,-652.79,121.55303281035117,-0.00057
488,200.0,-736.72,129.11887516770904,-0.00201
489,200.0,-714.31,103.44400127713688,-0.00267
490,200.0,-687.02,112.69757207243593,-0.00287
491,200.0,-715.98,103.54891037035559,-0.00195
492,200.0,-658.57,100.35188212241283,-0.00196
493,200.0,-668.45,71.56508023978675,-0.00104
494,200.0,-692.0,81.32102085669106,-0.00064
495,200.0,-674.97,104.282385343173,-0.00119
496,200.0,-664.83,114.20484249933372,-0.00084
497,200.0,-633.3,82.29276345771544,-0.00227
498,200.0,-661.06,105.9848147300445,-0.00059
499,200.0,-617.74,60.830377170707884,-0.00056
500,200.0,-692.8,131.76284864939487,-0.0022
501,200.0,-658.36,123.54894415263749,-0.00233
502,200.0,-693.25,96.29913672393167,-0.0005
503,200.0,-711.59,113.32046217406777,-0.0009
504,200.0,-678.67,84.86316518461015,-0.00087
505,200.0,-659.49,95.55902964970748,-0.00119
506,200.0,-652.01,109.13694694453538,-0.00099
507,200.0,-683.39,101.23029408270136,-0.00145
508,200.0,-651.74,121.27031089218586,-0.00111
509,200.0,-684.98,107.4769478817736,-0.00204
510,200.0,-653.26,94.25742594495279,-0.0014
511,200.0,-646.45,124.64345989335953,-0.00116
512,200.0,-629.43,108.81361209270452,-0.00238
513,200.0,-608.15,102.0414282028927,-0.00238
